dataset,classifier,method,seed,pop_size,iterations,num_clusters,silhouette,calinski_harabasz,davies_bouldin
diabetes,svm,Meta_WOA,7,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GWO,42,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_PSO,42,50.0,30.0,9,0.06792913807206744,2.877609963473094,0.5952974331305755
diabetes,svm,Meta_WOA,42,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GWO,99,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_PSO,99,50.0,30.0,9,0.13126266298112382,3.0382643826239173,0.5684004725491885
diabetes,svm,Meta_WOA,99,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GWO,123,50.0,30.0,9,-0.011657147503031422,2.4278812558541096,0.70669015486616
diabetes,svm,Meta_PSO,123,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_WOA,123,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GWO,256,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_PSO,256,50.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
