dataset,classifier,method,seed,pop_size,iterations,num_clusters,silhouette,calinski_harabasz,davies_bouldin
diabetes,svm,Meta_GA,512,20.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GWO,777,20.0,30.0,9,0.19851605217976773,2.420332516671966,0.6050102324859091
diabetes,svm,Meta_PSO,777,20.0,30.0,9,-0.08114729875490918,2.504314821488942,0.9499922155835534
diabetes,svm,Meta_WOA,777,20.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_GA,777,20.0,30.0,9,0.18146922956910802,2.2580730467671724,0.62767628286868
diabetes,svm,Meta_GWO,1000,20.0,30.0,9,0.23216348448716465,2.3770740290955987,0.6111646457393352
diabetes,svm,Meta_PSO,1000,20.0,30.0,9,-0.06621792987720579,3.039100669386164,0.8188335199291528
diabetes,svm,Meta_WOA,1000,20.0,30.0,9,0.18938526463528904,2.0721179761708877,0.6537842126105886
diabetes,svm,Meta_GA,1000,20.0,30.0,9,0.07595766888999898,1.932129951377611,0.7066551025700366
diabetes,svm,Meta_GWO,2024,20.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
diabetes,svm,Meta_PSO,2024,20.0,30.0,9,0.3768430709531048,4.21649573875533,0.46193593869515537
