,dataset,classifier,method,pop_size,iterations,num_clusters_mean,silhouette_mean,silhouette_std,ch_mean,ch_std,db_mean,db_std,n_seeds
156,congressional-voting,svm,Meta_GWO,20.0,30.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
157,congressional-voting,svm,Meta_GWO,20.0,50.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
158,congressional-voting,svm,Meta_GWO,50.0,30.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
159,congressional-voting,svm,Meta_GWO,50.0,50.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
160,congressional-voting,svm,Meta_PSO,20.0,30.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
161,congressional-voting,svm,Meta_PSO,20.0,50.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
162,congressional-voting,svm,Meta_PSO,50.0,30.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
163,congressional-voting,svm,Meta_PSO,50.0,50.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
164,congressional-voting,svm,Meta_WOA,20.0,30.0,3.0,0.1297758335523746,0.019485319905239877,2.1245270360928488,0.04238716466534574,0.5632237052554349,0.008498106142637163,10
165,congressional-voting,svm,Meta_WOA,20.0,50.0,3.0,0.14209943191988947,0.02976431780206383,2.0977190393130285,0.06474746352450145,0.5685983794971551,0.012981071554134705,10
166,congressional-voting,svm,Meta_WOA,50.0,30.0,3.0,0.12361403436861718,0.0,2.137931034482759,0.0,0.5605363681345747,0.0,10
