dataset,classifier,method,trial,algo,pop_size,iterations,num_clusters,silhouette,calinski_harabasz,davies_bouldin
blood-transfusion,svm,Optuna_Auto,15,WOA,61,97,6,0.4161941278713747,6.396446875916437,0.33987146116806827
blood-transfusion,svm,Optuna_Auto,16,WOA,59,99,6,0.399623592885926,10.175889502410996,0.36443612480306586
blood-transfusion,svm,Optuna_Auto,17,WOA,51,84,4,0.45182408005964675,7.980578709994571,0.37518012613448
blood-transfusion,svm,Optuna_Auto,18,WOA,51,86,6,0.4289232409817026,8.401242081325972,0.34177031874069236
blood-transfusion,svm,Optuna_Auto,20,PSO,49,64,8,0.3613968615625283,11.526566446543638,0.3898716181735459
blood-transfusion,svm,Optuna_Auto,21,WOA,49,86,7,0.36752883737947617,10.37033663346757,0.3513195614826721
blood-transfusion,svm,Optuna_Auto,22,WOA,25,88,5,0.4420469707629085,10.584828147728985,0.37188260015715946
blood-transfusion,svm,Optuna_Auto,23,WOA,22,76,7,0.36752883737947617,10.37033663346757,0.3513195614826721
blood-transfusion,svm,Optuna_Auto,24,WOA,29,91,4,0.41716602316231083,5.481174628989209,0.36314747625309923
blood-transfusion,svm,Optuna_Auto,25,WOA,42,72,6,0.36395408458771317,10.27554143524435,0.36325531793954496
blood-transfusion,svm,Optuna_Auto,26,WOA,60,90,6,0.34459845622955954,9.545017894004713,0.37794090557134546
blood-transfusion,svm,Optuna_Auto,27,WOA,22,39,3,0.4018473493150256,4.887662899947052,0.38428128907326126
blood-transfusion,svm,Optuna_Auto,28,PSO,72,56,8,0.14963999268452588,9.684078513669943,0.3848960468051156
blood-transfusion,svm,Optuna_Auto,29,WOA,42,20,8,0.35494206162627734,8.812876898124667,0.3330035368598775
blood-transfusion,xgb,Optuna_Auto,0,WOA,98,77,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,1,WOA,40,58,3,0.4396147378950421,6.1411723531316404,0.3586864129410737
blood-transfusion,xgb,Optuna_Auto,2,WOA,98,72,4,0.41472732569612014,6.32056939643382,0.3561169535754744
blood-transfusion,xgb,Optuna_Auto,3,WOA,26,81,3,0.4396147378950421,6.1411723531316404,0.3586864129410737
blood-transfusion,xgb,Optuna_Auto,4,PSO,18,85,8,0.24709189466611423,16.52460082328272,0.4757021360168135
blood-transfusion,xgb,Optuna_Auto,5,PSO,36,79,5,0.39218498948147573,6.535013514464893,0.3516227592793944
blood-transfusion,xgb,Optuna_Auto,6,GWO,83,80,7,0.27371764595928116,6.308180145686558,0.3695095202460301
blood-transfusion,xgb,Optuna_Auto,7,GA,24,13,5,0.3177313123740271,9.519146913627187,0.4335407106123873
blood-transfusion,xgb,Optuna_Auto,9,WOA,85,29,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,10,GWO,55,49,5,0.3177313123740271,9.519146913627187,0.4335407106123873
blood-transfusion,xgb,Optuna_Auto,11,WOA,51,56,5,0.39218498948147573,6.535013514464893,0.3516227592793944
blood-transfusion,xgb,Optuna_Auto,12,WOA,47,61,2,0.42066764913626076,5.190206421116291,0.3845205656524089
blood-transfusion,xgb,Optuna_Auto,13,WOA,62,40,3,0.4396147378950421,6.1411723531316404,0.3586864129410737
blood-transfusion,xgb,Optuna_Auto,14,WOA,39,97,2,0.4545923245388319,5.970384885194639,0.36003143516151287
blood-transfusion,xgb,Optuna_Auto,15,WOA,11,100,2,0.4545923245388319,5.970384885194639,0.36003143516151287
blood-transfusion,xgb,Optuna_Auto,16,GWO,11,100,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,17,PSO,65,93,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,18,GA,14,100,7,0.2360477267695265,15.56212643313476,0.4734066623985131
blood-transfusion,xgb,Optuna_Auto,19,WOA,39,88,3,0.4396147378950421,6.1411723531316404,0.3586864129410737
blood-transfusion,xgb,Optuna_Auto,20,WOA,73,71,2,0.4545923245388319,5.970384885194639,0.36003143516151287
blood-transfusion,xgb,Optuna_Auto,21,WOA,72,69,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,22,WOA,76,91,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,23,WOA,24,68,3,0.4396147378950421,6.1411723531316404,0.3586864129410737
blood-transfusion,xgb,Optuna_Auto,24,WOA,58,99,4,0.41472732569612014,6.32056939643382,0.35611695357547435
blood-transfusion,xgb,Optuna_Auto,25,WOA,88,86,5,0.39218498948147573,6.535013514464893,0.35162275927939435
blood-transfusion,xgb,Optuna_Auto,27,GWO,18,66,6,0.3008808772620246,7.6484584014476305,0.39968936860318555
blood-transfusion,xgb,Optuna_Auto,28,PSO,70,29,7,0.17313068362512513,6.0285744448570915,0.39138094775797255
blood-transfusion,xgb,Optuna_Auto,29,WOA,31,78,5,0.39218498948147573,6.535013514464893,0.3516227592793944
usps_bin,rf,Optuna_Auto,0,PSO,98,25,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,3,GA,74,35,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,4,GWO,94,51,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,5,GWO,51,54,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,6,GWO,38,13,3,0.022312230215203992,1.4836586554564664,0.6511181126999889
usps_bin,rf,Optuna_Auto,7,PSO,81,88,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,8,GA,58,34,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,9,PSO,54,50,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,10,WOA,18,11,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,11,PSO,98,30,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,12,WOA,81,32,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,13,PSO,82,24,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,14,GA,100,43,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,15,PSO,68,65,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,16,GA,86,22,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,17,WOA,70,40,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,18,PSO,38,20,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,20,PSO,73,41,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,21,GWO,94,53,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,22,GWO,91,46,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,23,GWO,77,64,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,24,GWO,92,35,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,25,GWO,64,26,3,0.05399629272044975,1.5169603443615012,0.6310664964149937
usps_bin,rf,Optuna_Auto,26,GA,100,17,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,27,WOA,85,75,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,rf,Optuna_Auto,28,GWO,77,58,3,0.05399629272044975,1.5169603443615014,0.6310664964149937
usps_bin,svm,Optuna_Auto,0,GWO,82,43,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,1,WOA,67,12,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,2,PSO,64,21,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,3,PSO,26,83,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,5,PSO,70,61,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,6,WOA,60,86,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,8,GWO,74,94,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,9,GA,26,82,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,10,GWO,93,40,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,11,WOA,94,37,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,12,WOA,83,47,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,13,GWO,53,26,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,14,WOA,80,61,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,15,GWO,13,10,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,16,WOA,85,59,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,17,GWO,100,24,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,18,WOA,54,73,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,19,GWO,77,49,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,20,GWO,67,34,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,21,PSO,64,23,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,22,PSO,58,17,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,23,PSO,47,31,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,24,PSO,88,18,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,25,PSO,74,50,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,26,WOA,66,17,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,27,GA,72,43,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,28,PSO,36,34,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,svm,Optuna_Auto,29,WOA,61,25,2,0.28224362989157625,2.7977125185313567,0.5213615774138873
usps_bin,xgb,Optuna_Auto,0,PSO,57,27,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,1,GA,92,50,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,2,GWO,42,41,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,3,GWO,14,54,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,4,GWO,33,83,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,5,GWO,13,90,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,7,PSO,81,69,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,9,WOA,53,14,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,10,PSO,66,12,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,11,GA,100,34,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,12,PSO,100,54,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,13,WOA,76,25,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,14,PSO,86,58,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,17,PSO,89,21,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,18,WOA,54,44,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,19,PSO,74,29,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,20,GA,92,67,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,21,GWO,39,41,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,22,GWO,46,49,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,23,GWO,36,38,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,24,GWO,26,23,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,25,GA,54,47,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,26,PSO,30,58,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,27,WOA,48,34,2,0.15016933295406712,1.8821128476334619,0.627312985458152
usps_bin,xgb,Optuna_Auto,29,GWO,75,53,2,0.15016933295406712,1.8821128476334619,0.627312985458152
phoneme,rf,Optuna_Auto,0,WOA,42,88,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,1,GWO,49,69,9,0.12802136066575548,25.87352404489535,0.8493760445697807
phoneme,rf,Optuna_Auto,2,GWO,33,74,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,3,WOA,64,47,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,4,PSO,51,56,6,-0.07535388155213825,3.323039605828886,0.7426254584944783
phoneme,rf,Optuna_Auto,5,WOA,69,50,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,6,GWO,87,82,6,0.13932333133564506,4.128965413519987,0.5231025167292273
phoneme,rf,Optuna_Auto,7,PSO,95,80,9,0.0266293627719958,4.43065623622379,0.6177735336604617
phoneme,rf,Optuna_Auto,8,GWO,60,44,9,0.044286242360920026,17.229351310095236,0.9800738707813255
phoneme,rf,Optuna_Auto,10,WOA,14,23,5,0.0889665640035481,5.587521363124662,0.8035489881783023
phoneme,rf,Optuna_Auto,11,GA,32,99,14,0.06282969710365975,12.808012497775827,0.6757725303481698
phoneme,rf,Optuna_Auto,12,GWO,36,100,12,0.16462002817261645,18.518574599920882,0.6429993692876134
phoneme,rf,Optuna_Auto,13,WOA,31,84,3,0.26787911659113056,4.262460683686007,0.48272376343493545
phoneme,rf,Optuna_Auto,14,GWO,42,71,9,0.036878299013252465,6.511492446553935,0.6151224718166239
phoneme,rf,Optuna_Auto,15,WOA,26,87,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,17,PSO,47,92,10,0.009745739901871957,15.6319663226509,0.7761674736554977
phoneme,rf,Optuna_Auto,18,GWO,10,74,11,-0.03518382327852048,11.05131744259518,0.7255809248736428
phoneme,rf,Optuna_Auto,19,WOA,25,61,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,20,WOA,56,12,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,21,WOA,64,44,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,22,WOA,73,36,12,0.13787527978932962,18.556224384948653,0.7601059084863412
phoneme,rf,Optuna_Auto,23,WOA,41,77,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,24,WOA,81,91,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,25,GWO,56,65,5,0.2244747641524314,6.642586061843332,0.5577304626110415
phoneme,rf,Optuna_Auto,27,PSO,22,11,9,0.10980180865589716,17.886244632459324,0.8856364727416838
phoneme,rf,Optuna_Auto,28,WOA,68,24,2,0.4229786102891204,5.141734628271747,0.41501417905963767
phoneme,rf,Optuna_Auto,29,GWO,52,69,10,0.13379475586501788,8.041761723614885,0.6138400633630499
phoneme,svm,Optuna_Auto,0,GWO,59,71,3,0.4122060456257161,6.936962160547259,0.3862730007424228
phoneme,svm,Optuna_Auto,1,WOA,89,28,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,2,GA,18,53,5,0.2024792460660912,5.393408819489255,0.4630019168734297
phoneme,svm,Optuna_Auto,3,PSO,32,75,6,0.13493268353361101,7.084872987166339,0.6328168233634538
phoneme,svm,Optuna_Auto,4,GA,92,75,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,5,WOA,39,12,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,6,GWO,51,38,7,0.07540528646947371,5.403410471054696,0.5646828913025368
phoneme,svm,Optuna_Auto,7,GWO,39,52,5,0.28124015784463313,5.607519949910128,0.43508776823942147
phoneme,svm,Optuna_Auto,8,GA,60,19,3,0.414078176348521,6.704653749232343,0.3993527230425018
phoneme,svm,Optuna_Auto,9,PSO,62,73,5,0.28124015784463313,5.607519949910128,0.43508776823942147
phoneme,svm,Optuna_Auto,10,WOA,98,96,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,11,GA,94,94,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,12,WOA,81,30,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,14,WOA,82,85,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,15,GA,90,30,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,16,WOA,72,62,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,17,PSO,72,40,5,0.2024792460660912,5.393408819489255,0.46300191687342973
phoneme,svm,Optuna_Auto,18,GA,100,84,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,19,WOA,87,10,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,20,WOA,70,60,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,21,WOA,15,10,2,0.42400198086175706,5.042560990312606,0.4199951057997956
phoneme,svm,Optuna_Auto,22,WOA,43,23,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,23,WOA,25,21,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,24,WOA,44,41,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,25,GA,10,15,6,0.1690997315210769,13.505596075427691,0.7232373511655191
phoneme,svm,Optuna_Auto,26,GWO,32,28,10,-0.1080196753478185,6.7586024269814375,0.8771596514076707
phoneme,svm,Optuna_Auto,27,WOA,87,36,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,svm,Optuna_Auto,28,PSO,53,65,5,0.2024792460660912,5.393408819489255,0.46300191687342973
phoneme,svm,Optuna_Auto,29,GWO,67,82,2,0.5592522884861236,8.660586603351376,0.32163892036721325
phoneme,xgb,Optuna_Auto,0,GWO,20,85,12,0.05836673560838391,13.852118982009111,0.8189350314321443
phoneme,xgb,Optuna_Auto,1,GA,12,86,15,0.14042231881216108,18.36362886120745,0.7567065288946713
phoneme,xgb,Optuna_Auto,2,PSO,56,75,10,-0.04581145827026461,7.560113561231121,0.7074385356373666
phoneme,xgb,Optuna_Auto,3,PSO,17,61,11,0.09773993745557287,20.104128220150844,0.9242231821340297
phoneme,xgb,Optuna_Auto,6,GA,54,99,2,0.4099987919228382,4.506781225335487,0.4463672593872239
phoneme,xgb,Optuna_Auto,7,WOA,30,35,2,0.1606415312405444,1.8999985907405073,0.6857553698719581
phoneme,xgb,Optuna_Auto,9,GA,34,41,12,0.044955801990702954,9.49058476472238,0.6674873799563672
phoneme,xgb,Optuna_Auto,10,GWO,94,100,10,0.13704949729855348,28.114373769711626,0.8249276297439913
phoneme,xgb,Optuna_Auto,11,WOA,64,50,2,0.4099987919228382,4.506781225335487,0.4463672593872239
phoneme,xgb,Optuna_Auto,12,WOA,71,57,11,0.04317726300364113,18.788323801589314,0.8676908495193938
phoneme,xgb,Optuna_Auto,13,WOA,71,58,9,0.033780946657534075,7.572404236823073,0.6449390990755486
phoneme,xgb,Optuna_Auto,14,WOA,66,100,2,0.4099987919228382,4.506781225335487,0.4463672593872239
phoneme,xgb,Optuna_Auto,15,WOA,87,43,2,0.3090871256493553,3.314038944501644,0.5198039819754898
phoneme,xgb,Optuna_Auto,16,GWO,45,71,11,-0.04312168605404258,5.728827307500154,0.6392525141845498
phoneme,xgb,Optuna_Auto,17,PSO,83,19,10,0.15516470513747024,19.41133765970358,0.859205053588816
phoneme,xgb,Optuna_Auto,18,GA,56,49,14,0.11355255725204788,13.596401866626644,0.6491933467255157
phoneme,xgb,Optuna_Auto,19,WOA,42,72,2,0.4099987919228382,4.506781225335487,0.4463672593872239
phoneme,xgb,Optuna_Auto,20,WOA,59,30,2,0.37211395173897527,4.241747549613925,0.4597169223790313
phoneme,xgb,Optuna_Auto,21,WOA,67,100,2,0.2971575162606804,2.877538658548065,0.5574298390699504
phoneme,xgb,Optuna_Auto,22,WOA,78,93,2,0.37211395173897527,4.241747549613925,0.4597169223790313
phoneme,xgb,Optuna_Auto,23,WOA,63,91,2,0.37211395173897527,4.241747549613925,0.4597169223790313
phoneme,xgb,Optuna_Auto,24,WOA,54,79,2,0.37211395173897527,4.241747549613925,0.4597169223790313
phoneme,xgb,Optuna_Auto,26,GWO,50,94,11,0.15121808533842698,22.549206339660074,0.806673453374581
phoneme,xgb,Optuna_Auto,27,PSO,100,50,12,-0.06522646399463018,10.29952569200098,0.7747669204850367
phoneme,xgb,Optuna_Auto,28,WOA,64,83,2,0.37211395173897527,4.241747549613925,0.4597169223790313
phoneme,xgb,Optuna_Auto,29,GWO,38,91,13,0.038489536154095776,18.40065224773552,0.830144696078716
kc1,rf,Optuna_Auto,0,GA,100,24,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,1,WOA,19,19,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,3,WOA,26,12,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,4,GWO,85,39,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,5,WOA,29,66,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,6,GA,52,88,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,7,GWO,69,64,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,8,WOA,20,73,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,9,GWO,35,69,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,10,PSO,99,46,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,11,GA,52,13,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,12,PSO,11,25,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,13,GA,50,23,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,14,WOA,98,50,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,16,WOA,38,19,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,17,PSO,85,51,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,18,WOA,61,10,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,19,GA,84,39,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,20,GA,10,27,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,21,WOA,21,17,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,22,WOA,25,18,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,23,WOA,41,10,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,24,WOA,16,32,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,25,WOA,30,23,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,26,GWO,45,40,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,27,PSO,58,29,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,28,WOA,31,100,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,rf,Optuna_Auto,29,GA,78,17,2,0.6231266505493341,11.68456518514188,0.24431533205809278
kc1,svm,Optuna_Auto,0,GWO,29,37,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,1,WOA,24,17,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,2,GA,72,88,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,3,GA,58,59,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,4,GWO,91,16,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,5,PSO,89,64,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,6,GA,66,80,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,7,GWO,40,11,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,8,WOA,71,48,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,9,PSO,82,93,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,10,GWO,16,37,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,11,WOA,19,31,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,12,WOA,35,28,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,13,WOA,35,22,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,14,GWO,10,43,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,15,WOA,45,59,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,16,GWO,26,10,2,0.6491819761176709,14.052140878344693,0.22882080450541212
