dataset,classifier,method,trial,algo,pop_size,iterations,num_clusters,silhouette,calinski_harabasz,davies_bouldin
kc1,svm,Optuna_Auto,17,PSO,51,24,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,18,GWO,26,45,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,19,WOA,27,70,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,20,GWO,55,36,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,23,GA,68,78,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,25,GA,10,52,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,26,WOA,34,78,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,27,PSO,61,35,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,svm,Optuna_Auto,28,GWO,18,70,2,0.6491819761176709,14.052140878344693,0.22882080450541212
kc1,xgb,Optuna_Auto,1,WOA,32,79,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,2,GWO,88,58,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,3,PSO,50,95,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,4,GWO,79,67,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,5,GA,20,77,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,6,PSO,12,11,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,7,PSO,54,44,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,8,GA,88,17,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,9,GWO,60,63,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,10,WOA,35,100,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,11,WOA,94,47,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,12,GWO,35,51,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,13,WOA,74,85,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,14,GWO,43,32,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,15,WOA,100,62,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,16,WOA,22,84,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,17,GWO,73,34,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,18,GWO,84,56,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,19,WOA,33,87,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,20,WOA,45,73,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,21,PSO,50,99,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,22,PSO,27,88,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,23,PSO,65,93,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,24,PSO,11,79,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,25,PSO,57,67,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,26,GWO,42,91,2,0.697838236670899,18.137711976709372,0.1938851814025876
kc1,xgb,Optuna_Auto,28,WOA,29,39,2,0.697838236670899,18.137711976709372,0.1938851814025876
ozone-level-8hr,rf,Optuna_Auto,0,WOA,93,17,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,1,WOA,72,35,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,2,WOA,79,53,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,3,GA,66,61,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,4,GWO,14,80,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,5,PSO,75,52,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,6,GWO,97,60,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,7,PSO,73,67,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,8,GWO,85,39,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,9,GWO,53,40,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,10,WOA,29,18,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,11,WOA,100,10,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,12,WOA,52,25,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,13,WOA,56,32,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,14,GA,88,10,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,15,WOA,39,27,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,16,WOA,64,91,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,17,WOA,89,41,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,18,GA,68,21,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,19,PSO,41,35,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,20,WOA,83,44,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,21,WOA,78,50,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,22,WOA,94,73,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,23,WOA,79,55,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,24,WOA,92,28,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,25,WOA,59,18,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,26,WOA,71,45,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,27,GA,82,33,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,28,PSO,62,95,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,rf,Optuna_Auto,29,GA,100,63,2,0.43698814749899173,5.375414662278836,0.40498147871635415
ozone-level-8hr,svm,Optuna_Auto,0,WOA,18,51,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,1,PSO,76,13,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,2,GA,88,59,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,3,WOA,56,87,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,4,WOA,55,55,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,5,GWO,73,97,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,6,WOA,62,16,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,7,PSO,52,42,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,8,GA,96,25,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,9,GWO,63,24,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,10,WOA,10,75,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,11,PSO,25,43,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,12,PSO,33,10,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,13,PSO,38,43,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,14,WOA,10,69,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,15,PSO,82,34,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,17,GWO,24,29,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,18,PSO,74,81,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,19,WOA,47,50,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,20,PSO,97,17,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,21,GA,86,65,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,22,GA,88,65,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,24,GA,70,34,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,26,WOA,20,89,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,27,GWO,66,62,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,svm,Optuna_Auto,29,WOA,90,48,2,0.44039376133045227,5.39571100376614,0.4042486350716631
ozone-level-8hr,xgb,Optuna_Auto,0,GWO,99,24,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,1,PSO,45,71,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,2,GA,12,20,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,3,WOA,60,61,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,4,WOA,98,36,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,5,GA,10,68,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,6,GA,16,88,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,7,PSO,26,60,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,10,GWO,59,10,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,11,PSO,65,100,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,12,GWO,41,41,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,13,GWO,80,78,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,14,PSO,100,46,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,15,PSO,46,78,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,16,GWO,74,25,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,17,GWO,51,12,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,18,PSO,29,100,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,19,WOA,93,47,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,20,GWO,73,74,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,21,GA,24,21,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,22,PSO,18,20,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,23,GA,38,34,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,24,GA,50,18,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,25,PSO,88,52,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,26,GWO,10,89,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,27,WOA,67,30,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,28,GA,32,40,2,0.4378413569970361,5.306313793553344,0.4075500137006002
ozone-level-8hr,xgb,Optuna_Auto,29,WOA,56,68,2,0.4378413569970361,5.306313793553344,0.4075500137006002
hill_valley,rf,Optuna_Auto,0,PSO,19,16,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,1,GWO,31,53,6,0.7080538212323274,24.39742970069867,0.14978006684107928
hill_valley,rf,Optuna_Auto,3,GWO,61,21,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,4,PSO,84,39,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,7,GWO,85,10,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,8,PSO,61,56,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,9,PSO,48,74,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,10,WOA,27,97,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,11,GWO,12,11,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,12,WOA,12,20,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,13,PSO,40,23,5,0.6950800352669311,22.234551031279132,0.15931440191565135
hill_valley,rf,Optuna_Auto,14,GWO,67,23,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,15,PSO,26,52,4,0.7199298768280021,31.022963712639935,0.2179188699845885
hill_valley,rf,Optuna_Auto,16,GWO,71,21,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,17,WOA,41,46,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,18,GWO,98,29,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,19,PSO,18,69,3,0.7449724225680784,46.715887860475675,0.20455123433748554
hill_valley,rf,Optuna_Auto,20,GWO,47,14,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,21,PSO,79,41,4,0.7213403716587373,22.21786731834393,0.15710717282356843
hill_valley,rf,Optuna_Auto,22,PSO,89,30,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,23,PSO,73,18,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,24,PSO,57,65,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,25,PSO,64,44,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,27,WOA,76,26,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,28,PSO,38,86,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,rf,Optuna_Auto,29,GWO,51,48,2,0.775541682643023,24.4265556999396,0.14398157611477524
hill_valley,svm,Optuna_Auto,0,GWO,88,30,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,1,PSO,25,35,3,0.8659433410945543,71.94489721547191,0.07722722067992689
hill_valley,svm,Optuna_Auto,2,GWO,69,33,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,3,GA,54,99,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,5,GWO,59,44,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,6,WOA,53,95,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,7,GWO,76,80,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,8,GWO,61,68,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,9,PSO,99,28,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,10,WOA,100,15,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,11,GWO,82,48,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,12,GWO,80,23,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,13,GWO,75,10,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,14,GWO,43,48,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,15,GWO,90,39,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,16,PSO,68,56,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,17,GA,38,28,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,18,WOA,90,18,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,19,GWO,70,31,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,20,GWO,88,56,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,23,GA,42,78,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,26,PSO,84,69,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,27,WOA,73,41,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,28,GWO,60,33,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,svm,Optuna_Auto,29,PSO,35,23,2,0.8916134019316849,69.31005645277152,0.07120605735271562
hill_valley,xgb,Optuna_Auto,0,WOA,26,44,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,1,GWO,67,11,3,0.7714469161205347,31.88791184950044,0.1259054008794993
hill_valley,xgb,Optuna_Auto,2,WOA,86,81,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,3,GWO,89,28,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,4,GA,92,57,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,5,PSO,68,90,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,6,GWO,57,13,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,8,PSO,10,18,3,0.7714469161205347,31.88791184950044,0.1259054008794993
hill_valley,xgb,Optuna_Auto,9,PSO,31,22,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,10,WOA,12,43,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,11,WOA,46,98,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,12,WOA,99,75,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,13,WOA,78,42,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,14,WOA,26,82,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,15,WOA,52,42,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,16,WOA,22,56,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,17,WOA,79,74,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,19,WOA,63,56,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,20,WOA,77,99,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,21,GWO,89,29,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,22,GWO,87,36,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,23,GWO,99,26,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,24,GWO,74,51,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,25,GWO,85,75,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,26,GA,58,85,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,27,PSO,19,67,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,28,WOA,48,48,2,0.8272113896197906,35.97165350637855,0.10914156568893443
hill_valley,xgb,Optuna_Auto,29,GWO,68,14,6,0.7607483785765279,33.374635348608614,0.12072148678949914
heart-disease,rf,Optuna_Auto,1,GWO,88,18,3,0.12301333551286082,1.9135737724145891,0.63702492955353
heart-disease,rf,Optuna_Auto,2,WOA,45,84,3,0.09006117105641392,1.8848798814536034,0.6431555460787145
heart-disease,rf,Optuna_Auto,3,WOA,79,80,4,0.11357861986075014,2.0564674499069517,0.6043224408590667
heart-disease,rf,Optuna_Auto,4,GWO,91,39,4,0.11357861986075014,2.0564674499069517,0.6043224408590667
heart-disease,rf,Optuna_Auto,5,WOA,100,66,3,0.12301333551286082,1.9135737724145891,0.63702492955353
heart-disease,rf,Optuna_Auto,7,WOA,92,91,4,0.11357861986075014,2.0564674499069517,0.6043224408590668
heart-disease,rf,Optuna_Auto,8,WOA,45,10,3,0.109894551199339,1.7903531159985047,0.6534941838851882
heart-disease,rf,Optuna_Auto,9,WOA,56,21,3,0.12301333551286082,1.9135737724145896,0.63702492955353
heart-disease,rf,Optuna_Auto,10,GWO,28,51,4,0.11357861986075014,2.056467449906952,0.6043224408590667
heart-disease,rf,Optuna_Auto,11,PSO,100,61,4,0.11357861986075014,2.056467449906952,0.6043224408590667
heart-disease,rf,Optuna_Auto,12,GWO,76,32,4,0.054770875525412356,2.059583115530988,0.6200409462798919
heart-disease,rf,Optuna_Auto,13,PSO,78,68,4,0.11357861986075014,2.0564674499069517,0.6043224408590667
heart-disease,rf,Optuna_Auto,14,GWO,87,98,4,0.11357861986075014,2.056467449906952,0.6043224408590667
heart-disease,rf,Optuna_Auto,15,GWO,100,43,4,0.054770875525412356,2.059583115530988,0.6200409462798918
heart-disease,rf,Optuna_Auto,16,PSO,68,66,4,0.11357861986075014,2.056467449906952,0.6043224408590667
heart-disease,rf,Optuna_Auto,17,GA,86,54,4,0.11357861986075014,2.0564674499069517,0.6043224408590667
heart-disease,rf,Optuna_Auto,18,WOA,12,28,2,0.15286873204544288,1.790300358962277,0.6578461217815005
heart-disease,rf,Optuna_Auto,19,GWO,11,27,4,0.08320593973759495,1.7940717154166361,0.6393124220607251
heart-disease,rf,Optuna_Auto,20,WOA,12,22,4,0.11357861986075014,2.056467449906952,0.6043224408590667
heart-disease,rf,Optuna_Auto,21,WOA,24,35,3,0.12301333551286082,1.9135737724145891,0.63702492955353
heart-disease,rf,Optuna_Auto,22,WOA,28,47,3,0.109894551199339,1.7903531159985047,0.6534941838851882
heart-disease,rf,Optuna_Auto,23,WOA,68,20,4,0.054770875525412356,2.059583115530988,0.6200409462798918
heart-disease,rf,Optuna_Auto,24,WOA,37,28,4,0.11357861986075014,2.0564674499069517,0.6043224408590667
heart-disease,rf,Optuna_Auto,25,GWO,94,79,4,0.11357861986075014,2.0564674499069517,0.6043224408590668
heart-disease,rf,Optuna_Auto,26,PSO,20,73,4,0.054770875525412356,2.059583115530988,0.6200409462798919
heart-disease,rf,Optuna_Auto,27,GA,70,55,4,0.11357861986075014,2.0564674499069517,0.6043224408590668
heart-disease,rf,Optuna_Auto,28,WOA,81,16,4,0.054770875525412356,2.059583115530988,0.6200409462798918
heart-disease,rf,Optuna_Auto,29,GA,34,27,4,0.11357861986075014,2.0564674499069517,0.6043224408590668
heart-disease,svm,Optuna_Auto,0,GA,44,72,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,1,GWO,16,46,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,2,GA,88,45,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,3,GWO,62,59,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,4,WOA,63,63,3,0.16074657467539352,2.4072138100979146,0.5677648053862604
heart-disease,svm,Optuna_Auto,5,PSO,17,77,4,0.11437825978376315,2.62780712874203,0.5558265023705752
heart-disease,svm,Optuna_Auto,6,GWO,100,15,3,0.16074657467539352,2.4072138100979146,0.5677648053862604
heart-disease,svm,Optuna_Auto,7,WOA,77,79,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,8,PSO,88,73,4,0.11437825978376315,2.6278071287420306,0.5558265023705753
heart-disease,svm,Optuna_Auto,9,GWO,89,40,4,0.11437825978376315,2.62780712874203,0.5558265023705752
heart-disease,svm,Optuna_Auto,10,WOA,39,100,3,0.16074657467539352,2.4072138100979146,0.5677648053862604
heart-disease,svm,Optuna_Auto,11,WOA,100,10,3,0.16074657467539352,2.4072138100979146,0.5677648053862604
heart-disease,svm,Optuna_Auto,12,WOA,64,11,3,0.15425660461404703,2.222124844024438,0.6020570221870976
heart-disease,svm,Optuna_Auto,13,GWO,48,28,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,14,GWO,68,27,4,0.11437825978376315,2.62780712874203,0.5558265023705753
heart-disease,svm,Optuna_Auto,15,WOA,34,97,3,0.16074657467539352,2.4072138100979146,0.5677648053862604
